#ANO;ESTADO;MUNICIPIO;ESFERA_GOVERNO;ETAPA_ENSINO;QT_ALUNOS_PNAE
"2016";"AC";"ACRELANDIA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";12
"2016";"AC";"ACRELANDIA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";277
"2016";"AC";"ACRELANDIA";"ESTADUAL";"ENSINO FUNDAMENTAL";934
"2016";"AC";"ACRELANDIA";"ESTADUAL";"ENSINO MÉDIO";636
"2016";"AC";"ACRELANDIA";"ESTADUAL";"PRÉ-ESCOLA";15
"2016";"AC";"ACRELANDIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";37
"2016";"AC";"ACRELANDIA";"MUNICIPAL";"CRECHE";288
"2016";"AC";"ACRELANDIA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";19
"2016";"AC";"ACRELANDIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";1671
"2016";"AC";"ACRELANDIA";"MUNICIPAL";"PRÉ-ESCOLA";370
"2016";"AC";"ASSIS BRASIL";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";16
"2016";"AC";"ASSIS BRASIL";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";239
"2016";"AC";"ASSIS BRASIL";"ESTADUAL";"ENSINO FUNDAMENTAL";664
"2016";"AC";"ASSIS BRASIL";"ESTADUAL";"ENSINO MÉDIO";284
"2016";"AC";"ASSIS BRASIL";"ESTADUAL";"INDÍGENA";623
"2016";"AC";"ASSIS BRASIL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";17
"2016";"AC";"ASSIS BRASIL";"MUNICIPAL";"CRECHE";78
"2016";"AC";"ASSIS BRASIL";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";48
"2016";"AC";"ASSIS BRASIL";"MUNICIPAL";"ENSINO FUNDAMENTAL";1087
"2016";"AC";"ASSIS BRASIL";"MUNICIPAL";"PRÉ-ESCOLA";311
"2016";"AC";"BRASILEIA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";53
"2016";"AC";"BRASILEIA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";547
"2016";"AC";"BRASILEIA";"ESTADUAL";"ENSINO FUNDAMENTAL";2231
"2016";"AC";"BRASILEIA";"ESTADUAL";"ENSINO MÉDIO";1186
"2016";"AC";"BRASILEIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";61
"2016";"AC";"BRASILEIA";"MUNICIPAL";"CRECHE";308
"2016";"AC";"BRASILEIA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";181
"2016";"AC";"BRASILEIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";2321
"2016";"AC";"BRASILEIA";"MUNICIPAL";"PRÉ-ESCOLA";731
"2016";"AC";"BUJARI";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";22
"2016";"AC";"BUJARI";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";588
"2016";"AC";"BUJARI";"ESTADUAL";"ENSINO FUNDAMENTAL";1194
"2016";"AC";"BUJARI";"ESTADUAL";"ENSINO MÉDIO";441
"2016";"AC";"CAPIXABA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";14
"2016";"AC";"CAPIXABA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";313
"2016";"AC";"CAPIXABA";"ESTADUAL";"ENSINO FUNDAMENTAL";673
"2016";"AC";"CAPIXABA";"ESTADUAL";"ENSINO MÉDIO";517
"2016";"AC";"CAPIXABA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";33
"2016";"AC";"CAPIXABA";"MUNICIPAL";"CRECHE";40
"2016";"AC";"CAPIXABA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";325
"2016";"AC";"CAPIXABA";"MUNICIPAL";"ENSINO FUNDAMENTAL";1572
"2016";"AC";"CAPIXABA";"MUNICIPAL";"PRÉ-ESCOLA";370
"2016";"AC";"CRUZEIRO DO SUL";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";600
"2016";"AC";"CRUZEIRO DO SUL";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";1959
"2016";"AC";"CRUZEIRO DO SUL";"ESTADUAL";"ENSINO FUNDAMENTAL";12925
"2016";"AC";"CRUZEIRO DO SUL";"ESTADUAL";"ENSINO MÉDIO";5633
"2016";"AC";"CRUZEIRO DO SUL";"ESTADUAL";"INDÍGENA";233
"2016";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";335
"2016";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"CRECHE";1492
"2016";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";449
"2016";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"ENSINO FUNDAMENTAL";7055
"2016";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"ENSINO MÉDIO";106
"2016";"AC";"CRUZEIRO DO SUL";"MUNICIPAL";"PRÉ-ESCOLA";2993
"2016";"AC";"EPITACIOLANDIA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";27
"2016";"AC";"EPITACIOLANDIA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";384
"2016";"AC";"EPITACIOLANDIA";"ESTADUAL";"ENSINO FUNDAMENTAL";1073
"2016";"AC";"EPITACIOLANDIA";"ESTADUAL";"ENSINO MÉDIO";767
"2016";"AC";"EPITACIOLANDIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";18
"2016";"AC";"EPITACIOLANDIA";"MUNICIPAL";"CRECHE";234
"2016";"AC";"EPITACIOLANDIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";1493
"2016";"AC";"EPITACIOLANDIA";"MUNICIPAL";"PRÉ-ESCOLA";425
"2016";"AC";"FEIJO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";102
"2016";"AC";"FEIJO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";805
"2016";"AC";"FEIJO";"ESTADUAL";"ENSINO FUNDAMENTAL";3591
"2016";"AC";"FEIJO";"ESTADUAL";"ENSINO MÉDIO";1613
"2016";"AC";"FEIJO";"ESTADUAL";"INDÍGENA";1474
"2016";"AC";"FEIJO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";51
"2016";"AC";"FEIJO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";361
"2016";"AC";"FEIJO";"MUNICIPAL";"ENSINO FUNDAMENTAL";3316
"2016";"AC";"FEIJO";"MUNICIPAL";"PRÉ-ESCOLA";1028
"2016";"AC";"JORDAO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";13
"2016";"AC";"JORDAO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";70
"2016";"AC";"JORDAO";"ESTADUAL";"ENSINO FUNDAMENTAL";380
"2016";"AC";"JORDAO";"ESTADUAL";"ENSINO MÉDIO";477
"2016";"AC";"JORDAO";"ESTADUAL";"INDÍGENA";99
"2016";"AC";"JORDAO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";21
"2016";"AC";"JORDAO";"MUNICIPAL";"CRECHE";198
"2016";"AC";"JORDAO";"MUNICIPAL";"ENSINO FUNDAMENTAL";1318
"2016";"AC";"JORDAO";"MUNICIPAL";"INDÍGENA";876
"2016";"AC";"JORDAO";"MUNICIPAL";"PRÉ-ESCOLA";157
"2016";"AC";"MANCIO LIMA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";65
"2016";"AC";"MANCIO LIMA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";285
"2016";"AC";"MANCIO LIMA";"ESTADUAL";"ENSINO FUNDAMENTAL";1077
"2016";"AC";"MANCIO LIMA";"ESTADUAL";"ENSINO MÉDIO";913
"2016";"AC";"MANCIO LIMA";"ESTADUAL";"INDÍGENA";447
"2016";"AC";"MANCIO LIMA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";51
"2016";"AC";"MANCIO LIMA";"MUNICIPAL";"CRECHE";389
"2016";"AC";"MANCIO LIMA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";246
"2016";"AC";"MANCIO LIMA";"MUNICIPAL";"ENSINO FUNDAMENTAL";2503
"2016";"AC";"MANCIO LIMA";"MUNICIPAL";"INDÍGENA";85
"2016";"AC";"MANCIO LIMA";"MUNICIPAL";"PRÉ-ESCOLA";702
"2016";"AC";"MANOEL URBANO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";27
"2016";"AC";"MANOEL URBANO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";368
"2016";"AC";"MANOEL URBANO";"ESTADUAL";"ENSINO FUNDAMENTAL";684
"2016";"AC";"MANOEL URBANO";"ESTADUAL";"ENSINO MÉDIO";337
"2016";"AC";"MANOEL URBANO";"ESTADUAL";"INDÍGENA";196
"2016";"AC";"MANOEL URBANO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";9
"2016";"AC";"MANOEL URBANO";"MUNICIPAL";"CRECHE";118
"2016";"AC";"MANOEL URBANO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";53
"2016";"AC";"MANOEL URBANO";"MUNICIPAL";"ENSINO FUNDAMENTAL";1391
"2016";"AC";"MANOEL URBANO";"MUNICIPAL";"PRÉ-ESCOLA";272
"2016";"AC";"MARECHAL THAUMATURGO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7
"2016";"AC";"MARECHAL THAUMATURGO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";156
"2016";"AC";"MARECHAL THAUMATURGO";"ESTADUAL";"ENSINO MÉDIO";832
"2016";"AC";"MARECHAL THAUMATURGO";"ESTADUAL";"INDÍGENA";131
"2016";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"CRECHE";399
"2016";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";365
"2016";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"ENSINO FUNDAMENTAL";4098
"2016";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"INDÍGENA";701
"2016";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"PRÉ-ESCOLA";663
"2016";"AC";"PLACIDO DE CASTRO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";40
"2016";"AC";"PLACIDO DE CASTRO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";401
"2016";"AC";"PLACIDO DE CASTRO";"ESTADUAL";"ENSINO FUNDAMENTAL";1613
"2016";"AC";"PLACIDO DE CASTRO";"ESTADUAL";"ENSINO MÉDIO";776
"2016";"AC";"PLACIDO DE CASTRO";"ESTADUAL";"PRÉ-ESCOLA";17
"2016";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";60
"2016";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";275
"2016";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"ENSINO FUNDAMENTAL";1647
"2016";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"PRÉ-ESCOLA";538
"2016";"AC";"PORTO ACRE";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";44
"2016";"AC";"PORTO ACRE";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";633
"2016";"AC";"PORTO ACRE";"ESTADUAL";"ENSINO FUNDAMENTAL";2548
"2016";"AC";"PORTO ACRE";"ESTADUAL";"ENSINO MÉDIO";971
"2016";"AC";"PORTO ACRE";"ESTADUAL";"PRÉ-ESCOLA";14
"2016";"AC";"PORTO ACRE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7
"2016";"AC";"PORTO ACRE";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";38
"2016";"AC";"PORTO ACRE";"MUNICIPAL";"ENSINO FUNDAMENTAL";1265
"2016";"AC";"PORTO ACRE";"MUNICIPAL";"PRÉ-ESCOLA";601
"2016";"AC";"PORTO WALTER";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";11
"2016";"AC";"PORTO WALTER";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";215
"2016";"AC";"PORTO WALTER";"ESTADUAL";"ENSINO FUNDAMENTAL";389
"2016";"AC";"PORTO WALTER";"ESTADUAL";"ENSINO MÉDIO";378
"2016";"AC";"PORTO WALTER";"ESTADUAL";"INDÍGENA";187
"2016";"AC";"PORTO WALTER";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";20
"2016";"AC";"PORTO WALTER";"MUNICIPAL";"CRECHE";154
"2016";"AC";"PORTO WALTER";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";231
"2016";"AC";"PORTO WALTER";"MUNICIPAL";"ENSINO FUNDAMENTAL";2390
"2016";"AC";"PORTO WALTER";"MUNICIPAL";"PRÉ-ESCOLA";238
"2016";"AC";"RIO BRANCO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1458
"2016";"AC";"RIO BRANCO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";9593
"2016";"AC";"RIO BRANCO";"ESTADUAL";"ENSINO FUNDAMENTAL";45616
"2016";"AC";"RIO BRANCO";"ESTADUAL";"ENSINO MÉDIO";20559
"2016";"AC";"RIO BRANCO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";455
"2016";"AC";"RIO BRANCO";"MUNICIPAL";"CRECHE";2829
"2016";"AC";"RIO BRANCO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";777
"2016";"AC";"RIO BRANCO";"MUNICIPAL";"ENSINO FUNDAMENTAL";9358
"2016";"AC";"RIO BRANCO";"MUNICIPAL";"PRÉ-ESCOLA";9533
"2016";"AC";"RODRIGUES ALVES";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";61
"2016";"AC";"RODRIGUES ALVES";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";592
"2016";"AC";"RODRIGUES ALVES";"ESTADUAL";"ENSINO FUNDAMENTAL";1591
"2016";"AC";"RODRIGUES ALVES";"ESTADUAL";"ENSINO MÉDIO";899
"2016";"AC";"RODRIGUES ALVES";"ESTADUAL";"INDÍGENA";69
"2016";"AC";"RODRIGUES ALVES";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";46
"2016";"AC";"RODRIGUES ALVES";"MUNICIPAL";"CRECHE";665
"2016";"AC";"RODRIGUES ALVES";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";1462
"2016";"AC";"RODRIGUES ALVES";"MUNICIPAL";"ENSINO FUNDAMENTAL";2134
"2016";"AC";"RODRIGUES ALVES";"MUNICIPAL";"PRÉ-ESCOLA";603
"2016";"AC";"SANTA ROSA DO PURUS";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";55
"2016";"AC";"SANTA ROSA DO PURUS";"ESTADUAL";"ENSINO MÉDIO";154
"2016";"AC";"SANTA ROSA DO PURUS";"ESTADUAL";"INDÍGENA";321
"2016";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";16
"2016";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"CRECHE";104
"2016";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";74
"2016";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"ENSINO FUNDAMENTAL";821
"2016";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"INDÍGENA";983
"2016";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"PRÉ-ESCOLA";110
"2016";"AC";"SENA MADUREIRA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";63
"2016";"AC";"SENA MADUREIRA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";568
"2016";"AC";"SENA MADUREIRA";"ESTADUAL";"ENSINO FUNDAMENTAL";3527
"2016";"AC";"SENA MADUREIRA";"ESTADUAL";"ENSINO MÉDIO";2029
"2016";"AC";"SENA MADUREIRA";"ESTADUAL";"INDÍGENA";59
"2016";"AC";"SENA MADUREIRA";"ESTADUAL";"PRÉ-ESCOLA";29
"2016";"AC";"SENA MADUREIRA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";94
"2016";"AC";"SENA MADUREIRA";"MUNICIPAL";"CRECHE";170
"2016";"AC";"SENA MADUREIRA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";158
"2016";"AC";"SENA MADUREIRA";"MUNICIPAL";"ENSINO FUNDAMENTAL";4558
"2016";"AC";"SENA MADUREIRA";"MUNICIPAL";"PRÉ-ESCOLA";854
"2016";"AC";"SENADOR GUIOMARD";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";83
"2016";"AC";"SENADOR GUIOMARD";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";337
"2016";"AC";"SENADOR GUIOMARD";"ESTADUAL";"ENSINO FUNDAMENTAL";2733
"2016";"AC";"SENADOR GUIOMARD";"ESTADUAL";"ENSINO MÉDIO";1131
"2016";"AC";"SENADOR GUIOMARD";"ESTADUAL";"PRÉ-ESCOLA";24
"2016";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";30
"2016";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"CRECHE";195
"2016";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";354
"2016";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"ENSINO FUNDAMENTAL";1820
"2016";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"PRÉ-ESCOLA";673
"2016";"AC";"TARAUACA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";44
"2016";"AC";"TARAUACA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";711
"2016";"AC";"TARAUACA";"ESTADUAL";"ENSINO FUNDAMENTAL";4541
"2016";"AC";"TARAUACA";"ESTADUAL";"ENSINO MÉDIO";1538
"2016";"AC";"TARAUACA";"ESTADUAL";"INDÍGENA";1426
"2016";"AC";"TARAUACA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";77
"2016";"AC";"TARAUACA";"MUNICIPAL";"CRECHE";329
"2016";"AC";"TARAUACA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";629
"2016";"AC";"TARAUACA";"MUNICIPAL";"ENSINO FUNDAMENTAL";5298
"2016";"AC";"TARAUACA";"MUNICIPAL";"PRÉ-ESCOLA";1302
"2016";"AC";"XAPURI";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";27
"2016";"AC";"XAPURI";"ESTADUAL";"CRECHE";180
"2016";"AC";"XAPURI";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";471
"2016";"AC";"XAPURI";"ESTADUAL";"ENSINO FUNDAMENTAL";2462
"2016";"AC";"XAPURI";"ESTADUAL";"ENSINO MÉDIO";563
"2016";"AC";"XAPURI";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";141
"2016";"AC";"XAPURI";"MUNICIPAL";"ENSINO FUNDAMENTAL";770
"2016";"AC";"XAPURI";"MUNICIPAL";"PRÉ-ESCOLA";382
"2016";"AL";"AGUA BRANCA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";584
"2016";"AL";"AGUA BRANCA";"ESTADUAL";"ENSINO FUNDAMENTAL";476
"2016";"AL";"AGUA BRANCA";"ESTADUAL";"ENSINO MÉDIO";659
"2016";"AL";"AGUA BRANCA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";138
"2016";"AL";"AGUA BRANCA";"MUNICIPAL";"CRECHE";55
"2016";"AL";"AGUA BRANCA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";1014
"2016";"AL";"AGUA BRANCA";"MUNICIPAL";"ENSINO FUNDAMENTAL";3293
"2016";"AL";"AGUA BRANCA";"MUNICIPAL";"PRÉ-ESCOLA";576
"2016";"AL";"AGUA BRANCA";"MUNICIPAL";"QUILOMBOLA";528
"2016";"AL";"ANADIA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";457
"2016";"AL";"ANADIA";"ESTADUAL";"ENSINO MÉDIO";602
"2016";"AL";"ANADIA";"MUNICIPAL";"CRECHE";115
"2016";"AL";"ANADIA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";53
"2016";"AL";"ANADIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";2624
"2016";"AL";"ANADIA";"MUNICIPAL";"PRÉ-ESCOLA";401
"2016";"AL";"ARAPIRACA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";4
"2016";"AL";"ARAPIRACA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";2449
"2016";"AL";"ARAPIRACA";"ESTADUAL";"ENSINO FUNDAMENTAL";3228
"2016";"AL";"ARAPIRACA";"ESTADUAL";"ENSINO MÉDIO";7461
"2016";"AL";"ARAPIRACA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";312
"2016";"AL";"ARAPIRACA";"MUNICIPAL";"CRECHE";1545
"2016";"AL";"ARAPIRACA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";3082
"2016";"AL";"ARAPIRACA";"MUNICIPAL";"ENSINO FUNDAMENTAL";22576
"2016";"AL";"ARAPIRACA";"MUNICIPAL";"PRÉ-ESCOLA";3686
"2016";"AL";"ARAPIRACA";"MUNICIPAL";"QUILOMBOLA";867
"2016";"AL";"ATALAIA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";238
"2016";"AL";"ATALAIA";"ESTADUAL";"ENSINO MÉDIO";1320
"2016";"AL";"ATALAIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";54
"2016";"AL";"ATALAIA";"MUNICIPAL";"CRECHE";436
"2016";"AL";"ATALAIA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";1280
"2016";"AL";"ATALAIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";6876
"2016";"AL";"ATALAIA";"MUNICIPAL";"PRÉ-ESCOLA";980
"2016";"AL";"BARRA DE SANTO ANTONIO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";205
"2016";"AL";"BARRA DE SANTO ANTONIO";"ESTADUAL";"ENSINO MÉDIO";437
"2016";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"CRECHE";192
"2016";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";606
"2016";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"ENSINO FUNDAMENTAL";2407
"2016";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"PRÉ-ESCOLA";402
"2016";"AL";"BARRA DE SAO MIGUEL";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";86
"2016";"AL";"BARRA DE SAO MIGUEL";"ESTADUAL";"ENSINO MÉDIO";267
"2016";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";28
"2016";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"CRECHE";169
"2016";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";107
"2016";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"ENSINO FUNDAMENTAL";1472
"2016";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"PRÉ-ESCOLA";231
"2016";"AL";"BATALHA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";230
"2016";"AL";"BATALHA";"ESTADUAL";"ENSINO FUNDAMENTAL";502
"2016";"AL";"BATALHA";"ESTADUAL";"ENSINO MÉDIO";750
"2016";"AL";"BATALHA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";29
"2016";"AL";"BATALHA";"MUNICIPAL";"CRECHE";394
"2016";"AL";"BATALHA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";1328
"2016";"AL";"BATALHA";"MUNICIPAL";"ENSINO FUNDAMENTAL";2276
"2016";"AL";"BATALHA";"MUNICIPAL";"PRÉ-ESCOLA";403
"2016";"AL";"BELEM";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";29
"2016";"AL";"BELEM";"ESTADUAL";"ENSINO MÉDIO";152
"2016";"AL";"BELEM";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";20
"2016";"AL";"BELEM";"MUNICIPAL";"CRECHE";101
"2016";"AL";"BELEM";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";547
"2016";"AL";"BELEM";"MUNICIPAL";"ENSINO FUNDAMENTAL";887
"2016";"AL";"BELEM";"MUNICIPAL";"PRÉ-ESCOLA";123
"2016";"AL";"BELEM";"MUNICIPAL";"QUILOMBOLA";67
"2016";"AL";"BELO MONTE";"ESTADUAL";"ENSINO MÉDIO";253
"2016";"AL";"BELO MONTE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";30
"2016";"AL";"BELO MONTE";"MUNICIPAL";"CRECHE";192
"2016";"AL";"BELO MONTE";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";216
