#ANO;ESTADO;MUNICIPIO;ESFERA_GOVERNO;ETAPA_ENSINO;QT_ALUNOS_PNAE
"2016";"PR";"CRUZEIRO DO SUL";"ESTADUAL";"ENSINO FUNDAMENTAL";262
"2016";"PR";"CRUZEIRO DO SUL";"ESTADUAL";"ENSINO MÉDIO";173
"2016";"PR";"CRUZEIRO DO SUL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2
"2016";"PR";"CRUZEIRO DO SUL";"MUNICIPAL";"CRECHE";78
"2016";"PR";"CRUZEIRO DO SUL";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";10
"2016";"PR";"CRUZEIRO DO SUL";"MUNICIPAL";"ENSINO FUNDAMENTAL";345
"2016";"PR";"CRUZEIRO DO SUL";"MUNICIPAL";"PRÉ-ESCOLA";108
"2016";"PR";"CRUZMALTINA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";16
"2016";"PR";"CRUZMALTINA";"ESTADUAL";"ENSINO FUNDAMENTAL";143
"2016";"PR";"CRUZMALTINA";"ESTADUAL";"ENSINO MÉDIO";109
"2016";"PR";"CRUZMALTINA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";4
"2016";"PR";"CRUZMALTINA";"MUNICIPAL";"CRECHE";52
"2016";"PR";"CRUZMALTINA";"MUNICIPAL";"ENSINO FUNDAMENTAL";178
"2016";"PR";"CRUZMALTINA";"MUNICIPAL";"PRÉ-ESCOLA";83
"2016";"PR";"CURITIBA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";342
"2016";"PR";"CURITIBA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";14615
"2016";"PR";"CURITIBA";"ESTADUAL";"ENSINO FUNDAMENTAL";69854
"2016";"PR";"CURITIBA";"ESTADUAL";"ENSINO MÉDIO";61272
"2016";"PR";"CURITIBA";"ESTADUAL";"PRÉ-ESCOLA";2
"2016";"PR";"CURITIBA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1495
"2016";"PR";"CURITIBA";"MUNICIPAL";"CRECHE";30130
"2016";"PR";"CURITIBA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";4650
"2016";"PR";"CURITIBA";"MUNICIPAL";"ENSINO FUNDAMENTAL";94308
"2016";"PR";"CURITIBA";"MUNICIPAL";"ENSINO MÉDIO";0
"2016";"PR";"CURITIBA";"MUNICIPAL";"PRÉ-ESCOLA";15476
"2016";"PR";"CURIUVA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1
"2016";"PR";"CURIUVA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";69
"2016";"PR";"CURIUVA";"ESTADUAL";"ENSINO FUNDAMENTAL";923
"2016";"PR";"CURIUVA";"ESTADUAL";"ENSINO MÉDIO";595
"2016";"PR";"CURIUVA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5
"2016";"PR";"CURIUVA";"MUNICIPAL";"CRECHE";54
"2016";"PR";"CURIUVA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";70
"2016";"PR";"CURIUVA";"MUNICIPAL";"ENSINO FUNDAMENTAL";1102
"2016";"PR";"CURIUVA";"MUNICIPAL";"PRÉ-ESCOLA";195
"2016";"PR";"DIAMANTE DO NORTE";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";6
"2016";"PR";"DIAMANTE DO NORTE";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";48
"2016";"PR";"DIAMANTE DO NORTE";"ESTADUAL";"ENSINO FUNDAMENTAL";298
"2016";"PR";"DIAMANTE DO NORTE";"ESTADUAL";"ENSINO MÉDIO";447
"2016";"PR";"DIAMANTE DO NORTE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";8
"2016";"PR";"DIAMANTE DO NORTE";"MUNICIPAL";"CRECHE";65
"2016";"PR";"DIAMANTE DO NORTE";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";39
"2016";"PR";"DIAMANTE DO NORTE";"MUNICIPAL";"ENSINO FUNDAMENTAL";369
"2016";"PR";"DIAMANTE DO NORTE";"MUNICIPAL";"PRÉ-ESCOLA";143
"2016";"PR";"DIAMANTE DO SUL";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";12
"2016";"PR";"DIAMANTE DO SUL";"ESTADUAL";"ENSINO FUNDAMENTAL";262
"2016";"PR";"DIAMANTE DO SUL";"ESTADUAL";"ENSINO MÉDIO";206
"2016";"PR";"DIAMANTE DO SUL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";11
"2016";"PR";"DIAMANTE DO SUL";"MUNICIPAL";"CRECHE";49
"2016";"PR";"DIAMANTE DO SUL";"MUNICIPAL";"ENSINO FUNDAMENTAL";294
"2016";"PR";"DIAMANTE DO SUL";"MUNICIPAL";"PRÉ-ESCOLA";47
"2016";"PR";"DIAMANTE DOESTE";"ESTADUAL";"ENSINO FUNDAMENTAL";309
"2016";"PR";"DIAMANTE DOESTE";"ESTADUAL";"ENSINO MÉDIO";182
"2016";"PR";"DIAMANTE DOESTE";"ESTADUAL";"INDÍGENA";187
"2016";"PR";"DIAMANTE DOESTE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";6
"2016";"PR";"DIAMANTE DOESTE";"MUNICIPAL";"CRECHE";75
"2016";"PR";"DIAMANTE DOESTE";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";7
"2016";"PR";"DIAMANTE DOESTE";"MUNICIPAL";"ENSINO FUNDAMENTAL";366
"2016";"PR";"DIAMANTE DOESTE";"MUNICIPAL";"PRÉ-ESCOLA";66
"2016";"PR";"DOIS VIZINHOS";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";27
"2016";"PR";"DOIS VIZINHOS";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";420
"2016";"PR";"DOIS VIZINHOS";"ESTADUAL";"ENSINO FUNDAMENTAL";2113
"2016";"PR";"DOIS VIZINHOS";"ESTADUAL";"ENSINO MÉDIO";1637
"2016";"PR";"DOIS VIZINHOS";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";34
"2016";"PR";"DOIS VIZINHOS";"MUNICIPAL";"CRECHE";583
"2016";"PR";"DOIS VIZINHOS";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";93
"2016";"PR";"DOIS VIZINHOS";"MUNICIPAL";"ENSINO FUNDAMENTAL";2580
"2016";"PR";"DOIS VIZINHOS";"MUNICIPAL";"PRÉ-ESCOLA";828
"2016";"PR";"DOURADINA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";6
"2016";"PR";"DOURADINA";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";394
"2016";"PR";"DOURADINA";"ESTADUAL";"ENSINO FUNDAMENTAL";374
"2016";"PR";"DOURADINA";"ESTADUAL";"ENSINO MÉDIO";345
"2016";"PR";"DOURADINA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2
"2016";"PR";"DOURADINA";"MUNICIPAL";"CRECHE";176
"2016";"PR";"DOURADINA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";48
"2016";"PR";"DOURADINA";"MUNICIPAL";"ENSINO FUNDAMENTAL";522
"2016";"PR";"DOURADINA";"MUNICIPAL";"PRÉ-ESCOLA";184
"2016";"PR";"DOUTOR CAMARGO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7
"2016";"PR";"DOUTOR CAMARGO";"ESTADUAL";"ENSINO FUNDAMENTAL";241
"2016";"PR";"DOUTOR CAMARGO";"ESTADUAL";"ENSINO MÉDIO";241
"2016";"PR";"DOUTOR CAMARGO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";4
"2016";"PR";"DOUTOR CAMARGO";"MUNICIPAL";"CRECHE";121
"2016";"PR";"DOUTOR CAMARGO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";38
"2016";"PR";"DOUTOR CAMARGO";"MUNICIPAL";"ENSINO FUNDAMENTAL";270
"2016";"PR";"DOUTOR CAMARGO";"MUNICIPAL";"PRÉ-ESCOLA";124
"2016";"PR";"DOUTOR ULYSSES";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";4
"2016";"PR";"DOUTOR ULYSSES";"ESTADUAL";"ENSINO FUNDAMENTAL";572
"2016";"PR";"DOUTOR ULYSSES";"ESTADUAL";"ENSINO MÉDIO";323
"2016";"PR";"DOUTOR ULYSSES";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1
"2016";"PR";"DOUTOR ULYSSES";"MUNICIPAL";"CRECHE";38
"2016";"PR";"DOUTOR ULYSSES";"MUNICIPAL";"ENSINO FUNDAMENTAL";562
"2016";"PR";"DOUTOR ULYSSES";"MUNICIPAL";"PRÉ-ESCOLA";25
"2016";"PR";"ENEAS MARQUES";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";26
"2016";"PR";"ENEAS MARQUES";"ESTADUAL";"ENSINO FUNDAMENTAL";414
"2016";"PR";"ENEAS MARQUES";"ESTADUAL";"ENSINO MÉDIO";253
"2016";"PR";"ENEAS MARQUES";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1
"2016";"PR";"ENEAS MARQUES";"MUNICIPAL";"CRECHE";22
"2016";"PR";"ENEAS MARQUES";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";35
"2016";"PR";"ENEAS MARQUES";"MUNICIPAL";"ENSINO FUNDAMENTAL";436
"2016";"PR";"ENEAS MARQUES";"MUNICIPAL";"PRÉ-ESCOLA";160
"2016";"PR";"ENGENHEIRO BELTRAO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";15
"2016";"PR";"ENGENHEIRO BELTRAO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";95
"2016";"PR";"ENGENHEIRO BELTRAO";"ESTADUAL";"ENSINO FUNDAMENTAL";664
"2016";"PR";"ENGENHEIRO BELTRAO";"ESTADUAL";"ENSINO MÉDIO";561
"2016";"PR";"ENGENHEIRO BELTRAO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";23
"2016";"PR";"ENGENHEIRO BELTRAO";"MUNICIPAL";"CRECHE";364
"2016";"PR";"ENGENHEIRO BELTRAO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";63
"2016";"PR";"ENGENHEIRO BELTRAO";"MUNICIPAL";"ENSINO FUNDAMENTAL";825
"2016";"PR";"ENGENHEIRO BELTRAO";"MUNICIPAL";"PRÉ-ESCOLA";271
"2016";"PR";"ENTRE RIOS DO OESTE";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3
"2016";"PR";"ENTRE RIOS DO OESTE";"ESTADUAL";"ENSINO FUNDAMENTAL";254
"2016";"PR";"ENTRE RIOS DO OESTE";"ESTADUAL";"ENSINO MÉDIO";152
"2016";"PR";"ENTRE RIOS DO OESTE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1
"2016";"PR";"ENTRE RIOS DO OESTE";"MUNICIPAL";"CRECHE";144
"2016";"PR";"ENTRE RIOS DO OESTE";"MUNICIPAL";"ENSINO FUNDAMENTAL";273
"2016";"PR";"ENTRE RIOS DO OESTE";"MUNICIPAL";"PRÉ-ESCOLA";91
"2016";"PR";"ESPERANCA NOVA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";4
"2016";"PR";"ESPERANCA NOVA";"ESTADUAL";"ENSINO FUNDAMENTAL";98
"2016";"PR";"ESPERANCA NOVA";"ESTADUAL";"ENSINO MÉDIO";71
"2016";"PR";"ESPERANCA NOVA";"MUNICIPAL";"CRECHE";51
"2016";"PR";"ESPERANCA NOVA";"MUNICIPAL";"ENSINO FUNDAMENTAL";106
"2016";"PR";"ESPERANCA NOVA";"MUNICIPAL";"PRÉ-ESCOLA";46
"2016";"PR";"ESPIGAO ALTO DO IGUACU";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5
"2016";"PR";"ESPIGAO ALTO DO IGUACU";"ESTADUAL";"ENSINO FUNDAMENTAL";308
"2016";"PR";"ESPIGAO ALTO DO IGUACU";"ESTADUAL";"ENSINO MÉDIO";178
"2016";"PR";"ESPIGAO ALTO DO IGUACU";"ESTADUAL";"INDÍGENA";128
"2016";"PR";"ESPIGAO ALTO DO IGUACU";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2
"2016";"PR";"ESPIGAO ALTO DO IGUACU";"MUNICIPAL";"CRECHE";61
"2016";"PR";"ESPIGAO ALTO DO IGUACU";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";10
"2016";"PR";"ESPIGAO ALTO DO IGUACU";"MUNICIPAL";"ENSINO FUNDAMENTAL";390
"2016";"PR";"ESPIGAO ALTO DO IGUACU";"MUNICIPAL";"PRÉ-ESCOLA";60
"2016";"PR";"FAROL";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";4
"2016";"PR";"FAROL";"ESTADUAL";"ENSINO FUNDAMENTAL";209
"2016";"PR";"FAROL";"ESTADUAL";"ENSINO MÉDIO";133
"2016";"PR";"FAROL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3
"2016";"PR";"FAROL";"MUNICIPAL";"CRECHE";72
"2016";"PR";"FAROL";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";17
"2016";"PR";"FAROL";"MUNICIPAL";"ENSINO FUNDAMENTAL";250
"2016";"PR";"FAROL";"MUNICIPAL";"PRÉ-ESCOLA";94
"2016";"PR";"FAXINAL";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";42
"2016";"PR";"FAXINAL";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";237
"2016";"PR";"FAXINAL";"ESTADUAL";"ENSINO FUNDAMENTAL";908
"2016";"PR";"FAXINAL";"ESTADUAL";"ENSINO MÉDIO";640
"2016";"PR";"FAXINAL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";18
"2016";"PR";"FAXINAL";"MUNICIPAL";"CRECHE";147
"2016";"PR";"FAXINAL";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";57
"2016";"PR";"FAXINAL";"MUNICIPAL";"ENSINO FUNDAMENTAL";973
"2016";"PR";"FAXINAL";"MUNICIPAL";"PRÉ-ESCOLA";324
"2016";"PR";"FAZENDA RIO GRANDE";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";161
"2016";"PR";"FAZENDA RIO GRANDE";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";1071
"2016";"PR";"FAZENDA RIO GRANDE";"ESTADUAL";"ENSINO FUNDAMENTAL";6758
"2016";"PR";"FAZENDA RIO GRANDE";"ESTADUAL";"ENSINO MÉDIO";5110
"2016";"PR";"FAZENDA RIO GRANDE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";371
"2016";"PR";"FAZENDA RIO GRANDE";"MUNICIPAL";"CRECHE";1093
"2016";"PR";"FAZENDA RIO GRANDE";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";147
"2016";"PR";"FAZENDA RIO GRANDE";"MUNICIPAL";"ENSINO FUNDAMENTAL";8583
"2016";"PR";"FAZENDA RIO GRANDE";"MUNICIPAL";"INDÍGENA";265
"2016";"PR";"FAZENDA RIO GRANDE";"MUNICIPAL";"PRÉ-ESCOLA";2380
"2016";"PR";"FENIX";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3
"2016";"PR";"FENIX";"ESTADUAL";"ENSINO FUNDAMENTAL";234
"2016";"PR";"FENIX";"ESTADUAL";"ENSINO MÉDIO";283
"2016";"PR";"FENIX";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";8
"2016";"PR";"FENIX";"MUNICIPAL";"CRECHE";48
"2016";"PR";"FENIX";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";27
"2016";"PR";"FENIX";"MUNICIPAL";"ENSINO FUNDAMENTAL";282
"2016";"PR";"FENIX";"MUNICIPAL";"PRÉ-ESCOLA";131
"2016";"PR";"FERNANDES PINHEIRO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1
"2016";"PR";"FERNANDES PINHEIRO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";34
"2016";"PR";"FERNANDES PINHEIRO";"ESTADUAL";"ENSINO FUNDAMENTAL";438
"2016";"PR";"FERNANDES PINHEIRO";"ESTADUAL";"ENSINO MÉDIO";233
"2016";"PR";"FERNANDES PINHEIRO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7
"2016";"PR";"FERNANDES PINHEIRO";"MUNICIPAL";"CRECHE";57
"2016";"PR";"FERNANDES PINHEIRO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";22
"2016";"PR";"FERNANDES PINHEIRO";"MUNICIPAL";"ENSINO FUNDAMENTAL";515
"2016";"PR";"FERNANDES PINHEIRO";"MUNICIPAL";"PRÉ-ESCOLA";116
"2016";"PR";"FIGUEIRA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3
"2016";"PR";"FIGUEIRA";"ESTADUAL";"ENSINO FUNDAMENTAL";533
"2016";"PR";"FIGUEIRA";"ESTADUAL";"ENSINO MÉDIO";445
"2016";"PR";"FIGUEIRA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";15
"2016";"PR";"FIGUEIRA";"MUNICIPAL";"CRECHE";64
"2016";"PR";"FIGUEIRA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";52
"2016";"PR";"FIGUEIRA";"MUNICIPAL";"ENSINO FUNDAMENTAL";571
"2016";"PR";"FIGUEIRA";"MUNICIPAL";"PRÉ-ESCOLA";151
"2016";"PR";"FLOR DA SERRA DO SUL";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2
"2016";"PR";"FLOR DA SERRA DO SUL";"ESTADUAL";"ENSINO FUNDAMENTAL";333
"2016";"PR";"FLOR DA SERRA DO SUL";"ESTADUAL";"ENSINO MÉDIO";238
"2016";"PR";"FLOR DA SERRA DO SUL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1
"2016";"PR";"FLOR DA SERRA DO SUL";"MUNICIPAL";"CRECHE";63
"2016";"PR";"FLOR DA SERRA DO SUL";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";27
"2016";"PR";"FLOR DA SERRA DO SUL";"MUNICIPAL";"ENSINO FUNDAMENTAL";326
"2016";"PR";"FLOR DA SERRA DO SUL";"MUNICIPAL";"PRÉ-ESCOLA";104
"2016";"PR";"FLORAI";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7
"2016";"PR";"FLORAI";"ESTADUAL";"ENSINO FUNDAMENTAL";199
"2016";"PR";"FLORAI";"ESTADUAL";"ENSINO MÉDIO";179
"2016";"PR";"FLORAI";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2
"2016";"PR";"FLORAI";"MUNICIPAL";"CRECHE";105
"2016";"PR";"FLORAI";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";24
"2016";"PR";"FLORAI";"MUNICIPAL";"ENSINO FUNDAMENTAL";298
"2016";"PR";"FLORAI";"MUNICIPAL";"PRÉ-ESCOLA";104
"2016";"PR";"FLORESTA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5
"2016";"PR";"FLORESTA";"ESTADUAL";"ENSINO FUNDAMENTAL";310
"2016";"PR";"FLORESTA";"ESTADUAL";"ENSINO MÉDIO";258
"2016";"PR";"FLORESTA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5
"2016";"PR";"FLORESTA";"MUNICIPAL";"CRECHE";147
"2016";"PR";"FLORESTA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";37
"2016";"PR";"FLORESTA";"MUNICIPAL";"ENSINO FUNDAMENTAL";416
"2016";"PR";"FLORESTA";"MUNICIPAL";"PRÉ-ESCOLA";259
"2016";"PR";"FLORESTOPOLIS";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";19
"2016";"PR";"FLORESTOPOLIS";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";194
"2016";"PR";"FLORESTOPOLIS";"ESTADUAL";"ENSINO FUNDAMENTAL";488
"2016";"PR";"FLORESTOPOLIS";"ESTADUAL";"ENSINO MÉDIO";407
"2016";"PR";"FLORESTOPOLIS";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";52
"2016";"PR";"FLORESTOPOLIS";"MUNICIPAL";"CRECHE";206
"2016";"PR";"FLORESTOPOLIS";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";53
"2016";"PR";"FLORESTOPOLIS";"MUNICIPAL";"ENSINO FUNDAMENTAL";786
"2016";"PR";"FLORESTOPOLIS";"MUNICIPAL";"PRÉ-ESCOLA";374
"2016";"PR";"FLORIDA";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";6
"2016";"PR";"FLORIDA";"ESTADUAL";"ENSINO FUNDAMENTAL";134
"2016";"PR";"FLORIDA";"ESTADUAL";"ENSINO MÉDIO";100
"2016";"PR";"FLORIDA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5
"2016";"PR";"FLORIDA";"MUNICIPAL";"CRECHE";73
"2016";"PR";"FLORIDA";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";6
"2016";"PR";"FLORIDA";"MUNICIPAL";"ENSINO FUNDAMENTAL";194
"2016";"PR";"FLORIDA";"MUNICIPAL";"PRÉ-ESCOLA";65
"2016";"PR";"FORMOSA DO OESTE";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7
"2016";"PR";"FORMOSA DO OESTE";"ESTADUAL";"ENSINO FUNDAMENTAL";306
"2016";"PR";"FORMOSA DO OESTE";"ESTADUAL";"ENSINO MÉDIO";292
"2016";"PR";"FORMOSA DO OESTE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";12
"2016";"PR";"FORMOSA DO OESTE";"MUNICIPAL";"CRECHE";118
"2016";"PR";"FORMOSA DO OESTE";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";38
"2016";"PR";"FORMOSA DO OESTE";"MUNICIPAL";"ENSINO FUNDAMENTAL";388
"2016";"PR";"FORMOSA DO OESTE";"MUNICIPAL";"PRÉ-ESCOLA";108
"2016";"PR";"FOZ DO IGUACU";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";250
"2016";"PR";"FOZ DO IGUACU";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";3898
"2016";"PR";"FOZ DO IGUACU";"ESTADUAL";"ENSINO FUNDAMENTAL";15142
"2016";"PR";"FOZ DO IGUACU";"ESTADUAL";"ENSINO MÉDIO";11092
"2016";"PR";"FOZ DO IGUACU";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";225
"2016";"PR";"FOZ DO IGUACU";"MUNICIPAL";"CRECHE";2434
"2016";"PR";"FOZ DO IGUACU";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";644
"2016";"PR";"FOZ DO IGUACU";"MUNICIPAL";"ENSINO FUNDAMENTAL";18740
"2016";"PR";"FOZ DO IGUACU";"MUNICIPAL";"ENSINO MÉDIO";262
"2016";"PR";"FOZ DO IGUACU";"MUNICIPAL";"PRÉ-ESCOLA";4622
"2016";"PR";"FOZ DO JORDAO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";4
"2016";"PR";"FOZ DO JORDAO";"ESTADUAL";"ENSINO FUNDAMENTAL";418
"2016";"PR";"FOZ DO JORDAO";"ESTADUAL";"ENSINO MÉDIO";233
"2016";"PR";"FOZ DO JORDAO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5
"2016";"PR";"FOZ DO JORDAO";"MUNICIPAL";"CRECHE";56
"2016";"PR";"FOZ DO JORDAO";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";27
"2016";"PR";"FOZ DO JORDAO";"MUNICIPAL";"ENSINO FUNDAMENTAL";493
"2016";"PR";"FOZ DO JORDAO";"MUNICIPAL";"PRÉ-ESCOLA";142
"2016";"PR";"FRANCISCO ALVES";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";10
"2016";"PR";"FRANCISCO ALVES";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";62
"2016";"PR";"FRANCISCO ALVES";"ESTADUAL";"ENSINO FUNDAMENTAL";365
"2016";"PR";"FRANCISCO ALVES";"ESTADUAL";"ENSINO MÉDIO";256
"2016";"PR";"FRANCISCO ALVES";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5
"2016";"PR";"FRANCISCO ALVES";"MUNICIPAL";"CRECHE";94
"2016";"PR";"FRANCISCO ALVES";"MUNICIPAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";16
"2016";"PR";"FRANCISCO ALVES";"MUNICIPAL";"ENSINO FUNDAMENTAL";535
"2016";"PR";"FRANCISCO ALVES";"MUNICIPAL";"PRÉ-ESCOLA";195
"2016";"PR";"FRANCISCO BELTRAO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";169
"2016";"PR";"FRANCISCO BELTRAO";"ESTADUAL";"EDUCAÇÃO DE JOVENS E ADULTOS (EJA)";1225
"2016";"PR";"FRANCISCO BELTRAO";"ESTADUAL";"ENSINO FUNDAMENTAL";3989
"2016";"PR";"FRANCISCO BELTRAO";"ESTADUAL";"ENSINO MÉDIO";4102
